_id,sentence,target,aspect,score,type
16501,Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,OFIX,Stock/Price Action/Bearish,-0.497,post
16505,$FB i guess they want it down look at the those sell orders,FB,Stock/Price Action/Bearish/Bearish Behaviour,-0.465,post
16506,@ACInvestorBlog: $SPY eod run :),SPY,Stock/Price Action/Bullish/Bullish Behavior,0.391,post
16513,Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,BBRY,Stock/Price Action,0.145,post
16517,$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,WTI,Stock/Price Action/Bearish/Bearish Behavior,-0.369,post
16525,$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,CDTI,Stock/Price Action,0.374,post
16526,$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,LNKD,Stock/Price Action/Bearish,-0.228,post
16536,3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,NTAP,Stock/Coverage/AnalystRatings,0.214,post
16555,$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,GOOG,Stock/Technical Analysis,0.285,post
16569,Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,WAC,Stock/Coverage/AnalystRatings/Downgrade,-0.45,post
16587,"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",TWTR,Stock/Technical Analysis,0.591,post
16588,"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",HAL,Stock/Price Action/Bullish/Bullish Behavior,0.054,post
16598,@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,SODA,Stock/Price Action/Bearish/Bearish Behavior,-0.392,post
16600,"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",SPY,Stock/Price Action,0.361,post
16602,$KEP breaking out when the market pulls back  http://stks.co/r0cet,KEP,Stock/Price Action/Bullish,0.413,post
16604,$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,VIPS,Stock/Price Action,0.479,post
16609,"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",ARIA,Stock/Technical Analysis/Breakout,0.5,post
16618,$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,JNUG,Stock/Price Action/Bullish/Bullish Behavior,0.55,post
16629,@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,KORS,Stock/Price Action/Bullish,0.431,post
16634,$FB they are hitting  everything in sight.short it. but twtr,FB,Stock/Price Action/Bearish,-0.504,post
16637,$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,TSLA,Stock/Price Action/Bearish,-0.405,post
16641,"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",KNDI,Stock/Price Action,0.396,post
16643,"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",IFF,Stock/Signal/Sell Signal,-0.471,post
16647,"$INO Up, up, and away!",INO,Stock/Price Action/Bullish,0.604,post
16648,$BOBE down $2.84  premarket,BOBE,Stock/Price Action/Bearish/Bearish Behavior,-0.512,post
16668,$CHRM Loooooongggggg base,CHRM,Stock/Price Action/Bullish,0.557,post
16672,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,NQ,Stock/Price Action,-0.551,post
16687,$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,RSH,Stock/Price Action/Bullish,0.643,post
16688,$GS sells flat..I am out..,GS,Stock/Price Action/Bearish,-0.541,post
16691,Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,SGYP,Stock/Price Action,0.623,post
16692,NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,DBO,Stock/Price Action/Bearish,-0.563,post
16693,$WX Decent pull back . .,WX,Stock/Price Action/Bearish/Bearish Behavior,-0.325,post
16698,"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",AKS,Corporate/Financial/Financial Results/Earnings,0.42,post
16699,$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,BBRY,Stock/Price Action/Bullish/Bullish Behavior,0.561,post
16700,Long $GPRO for a brealout trade,GPRO,Stock/Price Action/Bullish/Bull Position,0.594,post
16706,$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,UGAZ,Corporate/Risks/Halt in Services,-0.237,post
16708,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,ISRG,Stock/Price Action/Bearish/Bear Position,-0.678,post
16716,"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",HPQ,Corporate/Risks,-0.265,post
16740,@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,PLNR,Stock/Price Action/Bullish/Bullish Behavior,0.523,post
16741,Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,CPIX,Stock/Price Action/Bearish/Bearish Behavior,-0.231,post
16747,"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",GILD,Corporate/Financial/Financial Results/Earnings/Company Guidance,-0.083,post
16751,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,LPG,Stock/Technical Analysis,-0.385,post
16765,$YANG Double bottom 5.2,YANG,Stock/Technical Analysis,0.23,post
16786,$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,HYG,Stock/Technical Analysis,0.437,post
16798,$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,CYTX,Stock/Technical Analysis,0.363,post
16799,$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,AAPL,Stock/Price Action/Bearish/Bearish Behavior,0.089,post
16804,"$WFM Bought a little yesterday, hoping for an earnings pop.",WFM,Stock/Price Action/Bullish/Bull Position,0.562,post
16806,EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,UUP,Stock/Price Action,0.259,post
16817,$IBIO  up 10% in premarket ready for lift off,IBIO,Stock/Price Action/Bullish/Bullish Behavior,0.507,post
16833,"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",MSFT,Corporate/Rumors/Rumors,0.594,post
16849,"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",AAPL,Stock/Price Action/Bearish/Bearish Behavior,-0.2,post
16856,"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",DGI,Stock/Signal/Buy Signal,0.564,post
16863,$LUV Continues to consolidate above previous break out area...,LUV,Stock/Price Action/Bullish,0.227,post
16866,$REN bottoming out again.. Good time to buy,REN,Stock/Price Action/Bullish/Bullish Behavior,0.587,post
16868,$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,YNDX,Corporate/Legal/Lawsuit,-0.17,post
16870,$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,AAPL,Stock/Price Action/Bearish/Bearish Behavior,-0.238,post
16873,$GALE Breakout Coming Soon!,GALE,Stock/Technical Analysis/Breakout,0.465,post
16880,"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",RUSS,Stock/Price Action/Bearish,0.1,post
16885,$AAPL $131 rally mode,AAPL,Stock/Price Action/Bullish,0.5,post
16888,$MPWR CEO sells 450k april 15th..meh,MPWR,Stock/Insider Activity/Insider Selling,-0.195,post
16890,"Homebuilders - $RYL breaking below support, watch this one.  $SPY",SPY,Stock/Price Action/Bearish/Bearish Behavior,-0.397,post
16912,$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,AAPL,Stock/Price Action/Bearish,-0.569,post
16914,$AMZN Going thru the roof needs a sell!,AMZN,Stock/Price Action,0.441,post
16915,"$ESI on lows, down $1.50 to $2.50 BK a real possibility",ESI,Stock/Price Action/Bearish/Bearish Behavior,-0.465,post
16916,Short on $ATVI from 24.55.,ATVI,Stock/Price Action/Bearish/Bear Position,-0.745,post
16920,End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,TTT,Stock/Technical Analysis,0.457,post
16925,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",NAVB,Stock/Price Action,0.325,post
16926,$NEON oversold,NEON,Stock/Price Action/Current Price/Oversold,0.43,post
16927,"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",SSYS,Stock/Price Action/Bullish,0.395,post
16928,"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",KNDI,Stock/Price Action/Bullish/Bullish Behavior,0.602,post
16934,$INVE : SEE YA ABOVE $8,INVE,Stock/Price Action/Bullish,0.502,post
16938,$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,BXS,Corporate/M&A/Proposed Merger,0.348,post
16940,"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",FRP,Stock/Price Action/Bullish/Bullish Behavior,0.559,post
16947,Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,EXAS,Stock/Price Action/Bullish,0.385,post
16956,$BIOC RSI extremely in long's favor looking at BIOC historically.,BIOC,Stock/Technical Analysis,0.503,post
16966,$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,TNH,Stock/Price Action/Bullish,0.348,post
16971,$VMW  Got a nice push today following small sweepers of May C this morning,VMW,Stock/Price Action/Bullish,0.28,post
16975,$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,DDD,Stock/Coverage/AnalystRatings/Downgrade,-0.501,post
16977,$AAPL Dips being bought up real quick. Higher lows fo sho,AAPL,Stock/Price Action/Bullish/Bullish Behavior,0.249,post
16978,Long $X 24.62,X,Stock/Price Action/Bullish/Bull Position,0.601,post
16982,$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,NKE,Stock/Price Action/Current Price/52-Week High,0.782,post
16986,@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,CLNE,Stock/Price Action/Bullish,0.46,post
16994,ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,VZ,Corporate/Legal/Lawsuit,-0.346,post
17008,$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,AVGO,Corporate/Dividend Policy/Dividend/Dividend going up,0.597,post
17010,"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",RXII,Stock/Price Action/Bearish,-0.507,post
17020,$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,AAPL,Stock/Price Action/Bearish/Bearish Behavior,-0.304,post
17025,$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,HCP,Corporate/Dividend Policy,0.52,post
17028,"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.",ONTY,Stock/Price Action/Bullish,0.3,post
17038,$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,SPY,Stock/Price Action/Bullish,0.351,post
17049,$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,BBRY,Corporate/Financial/Accounting/Cash Reserves,0.493,post
17051,$IWM same conditions that sent markets to tumble all hitting this week,IWM,Market/Conditions,-0.236,post
17055,$CRK time to accumulate for a long position with far more upside than downside,CRK,Stock/Price Action/Bullish/Bull Position,0.668,post
17066,$BWLD bearish engulfing candle,BWLD,Stock/Technical Analysis,-0.532,post
17075,for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,QQQ,Stock/Signal/Sell Signal,-0.541,post
17077,$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,AWR,Stock/Coverage/Credit Rating,0.526,post
17080,$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,FREE,Stock/Price Action/Bullish,0.538,post
17082,$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,NUAN,Stock/Price Action/Bullish,0.695,post
17085,Why $MCD looks set to fall further. http://stks.co/f2fgj,MCD,Stock/Price Action/Bearish/Bearish Behavior,-0.545,post
17087,@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,GILD,Market/Volatilit,0.153,post
17093,$FB bot some @78.47 breakout from the consolidation zone :D,FB,Stock/Price Action/Bullish/Bull Position,0.724,post
17095,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,CRM,Stock/Price Action/Bearish,0.126,post
17097,$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,TWTR,Corporate/Rumors/Rumors,-0.278,post
17098,"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",VRTX,Stock/Price Action/Bullish,0.368,post
17103,$GEVO PLUNGING!  Back to $3.55.,GEVO,Stock/Price Action/Bearish/Bearish Behavior,-0.628,post
17108,energy still failing to close above the 10D MA.  continues to stand out weak $XLE,XLE,Stock/Technical Analysis,-0.517,post
17119,$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,USO,Stock/Technical Analysis,0.253,post
17123,"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",IMRS,Stock/Price Action/Bullish,0.4,post
17124,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,MU,Corporate/Sales/Contract Withdrawn,-0.596,post
17125,"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",CHKP,Stock/Technical Analysis,0.496,post
17130,$TSLA is now up 57% from its February low. Amazing rebound.,TSLA,Stock/Price Action/Bullish,0.582,post
17147,$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,SBUX,Stock/Coverage/AnalystRatings/Downgrade,-0.446,post
17148,"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",MU,Stock/Price Action/Bearish/Bearish Behavior,-0.469,post
17157,$YHOO About to break out on the 5-min...,YHOO,Stock/Technical Analysis,0.313,post
17162,$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,IBB,Stock/Technical Analysis,0.188,post
17172,$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,FB,Stock/Price Action/Bearish/Bearish Behavior,-0.39,post
17195,$SAVE long. https://t.co/yEJuS9cMlC,SAVE,Stock/Price Action/Bullish/Bull Position,0.388,post
17209,@mugatushair Now it is time to short $TSLA,TSLA,Stock/Price Action/Volatility/Short Selling,-0.385,post
17213,$COST Costco less than stellar day but it held the 50 day moving average,COST,Stock/Technical Analysis,-0.14,post
17219,"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",PYPL,Stock/Price Action/Bearish/Bearish Behavior,0.014,post
17238,Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,COST,Corporate/Dividend Policy,0.354,post
17244,$INTC finally some nice downside move... looking for the 31 handle to break,INTC,Stock/Price Action/Bearish/Bearish Behavior,-0.462,post
17250,"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",YHOO,Stock/Price Action,-0.043,post
17252,"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",FB,Stock/Insider Activity/Insider Selling,-0.186,post
17267,Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,AMZN,Corporate/Risks/Product Flaws,-0.186,post
17269,"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",TSLA,Stock/Price Action/Bearish,0.4,post
17272,Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,TSLA,Stock/Coverage/AnalystRatings/Upgrade,0.52,post
17274,$ilmn piper Jeffries raises pt.  I remain long,ILMN,Stock/Coverage/AnalystRatings/Upgrade,0.467,post
17289,"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",YHOO,Stock/Price Action,0.234,post
17293,I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,NFLX,Stock/Technical Analysis,0.228,post
17304,Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,YHOO,Corporate/M&A,0.228,post
17343,expecting  $SPY to close above 205.20 $AAPL,SPY,Stock/Price Action/Bullish,0.385,post
17345,"$FB trending nicely, intraday.",FB,Stock/Price Action/Bullish/Bullish Behavior,0.404,post
17348,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,SBUX,Corporate/Strategy,0.388,post
17359,"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",QCOM,Stock/Technical Analysis/Trend,-0.371,post
17373,"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",INTU,Corporate/Strategy,0.229,post
17383,"$TSLA steaming up again, this stock is relentless at the moment",TSLA,Stock/Price Action/Bullish/Bullish Behavior,0.535,post
17387,.@barronsonline sees #Apple at $150/share in a year (+36% from today) on growing services business. $AAPL https://t.co/3BDNEKN7l1,AAPL,Stock/Coverage,0.408,post
17404,Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,ADBE,Stock/Coverage/Credit Rating,0.141,post
17409,Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,HDSI,Corporate/Sales,0.208,post
17423,"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",INCY,Stock/Coverage/AnalystRatings/Upgrade,0.574,post
499,S&P downgrades Barclays and RBS on government bailout fears,RBS,Stock/Coverage/AnalystRatings/downgrade,-0.53,headline
502,Irish housebuilder Cairn Homes plans London listing,Cairn Homes,Stock/IPO,0.189,headline
507,Arm slammed by handset sales outlook,Arm,Corporate/Sales,-0.41,headline
511,CompaniesLSE adds ex-SEC head Schapiro to board,LSE,Corporate/Appointment,0.076,headline
512,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,Tesco,Corporate/Sales/Sales,-0.41,headline
516,FTSE 100 flat; Standard Chartered leads risers,Standard Chartered,Stock/Price Action,0.589,headline
517,CompaniesHoward Davies appointment as RBS director delayed,RBS,Corporate/Appointment,-0.025,headline
519,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,Standard Life,Corporate/Appointment,-0.09,headline
52,Passengers rise at EasyJet and Aer Lingus,EasyJet,Corporate/Sales/Sales,0.329,headline
520,Dixons Carphone profit boost on strong sales,Dixons Carphone,Corporate/Sales,0.478,headline
521,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",Sainsbury,Stock/Price Action,0.334,headline
521,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",StanChart,Market/Market/Market Outlook,0.465,headline
530,"Royal Mail, Johnson Matthey lead FTSE lower",Royal Mail,Market/Market/Market Trend,-0.438,headline
539,Sainsbury sales slip again as price pressures take a toll,Sainsbury,Stock/Price Action,-0.303,headline
540,Sophos aims to raise $100m in London IPO,Sophos,Stock/IPO,0.214,headline
541,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,Lehman,Corporate/M&A/Proposed Merger,0.164,headline
545,Borealis Infrastructure putting together new Severn Trent bid,Severn Trent,Corporate/M&A/Proposed Merger,0.214,headline
546,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",easyjet,Corporate/Risks,-0.414,headline
547,Johnson Matthey share price slumps as company posts full-year results,Johnson Matthey,Stock/Price Action,-0.626,headline
548,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,Lehman,Corporate/Legal/Settlement,0.239,headline
548,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,Barclays,Corporate/Legal,0.199,headline
55,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,Blinkbox,Corporate/Strategy,-0.195,headline
55,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,Tesco,Corporate/Strategy,-0.335,headline
552,Petrofac books further Â£30m cost for Shetland gas terminal delays,Petrofac,Corporate/Risks,-0.343,headline
553,Petrofac share price rises despite Â£30m costs on North Sea project,Petrofac,Stock/Price Action,0.09,headline
554,Whitbread boss Andy Harrison defends sales fall as 'just a blip',Whitbread,Corporate/Sales,-0.1,headline
555,Barclays share price subdued as bank faces fresh forex probe,Barclays,Stock/Price Action,-0.373,headline
556,CompaniesActelion shares hit record on Shire takeover talk,Actelion,Corporate/Rumors,0.721,headline
556,CompaniesActelion shares hit record on Shire takeover talk,Shire,Corporate/Rumors/Rumors,0.345,headline
56,"FDA approves NPS drug, in move validating Shire takeover deal",Shire,Corporate/M&A/Proposed Merger,0.332,headline
563,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,LSE,Corporate/Regulatory,0.247,headline
573,Diageo Shares Surge on Report of Possible Takeover by Lemann,Lemann,Stock/Technical Analysis/Trend/Trending up,0.415,headline
576,RBS chairman admits surprise at size of regulatory penalties,RBS,Corporate/Regulatory,-0.333,headline
584,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,Towergate,Corporate/Appointment/Executive Appointment,0.002,headline
590,Johnson Matthey raises prospect of investor payout,Johnson Matthey,Corporate/Dividend Policy,0.281,headline
593,InterContinental Hotels Denies Reports of Starwood Merger Talks,Starwood,Corporate/Rumors/Scoop,-0.078,headline
594,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,Hikma,Market/Market/Market Trend,0.452,headline
60,Ocwen Reaches Settlement With California Regulator,Ocwen,Corporate/Legal/Settlement,0.171,headline
601,FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,AstraZeneca,Corporate/Regulatory,0.42,headline
602,AstraZeneca suffers setback after drug fails to treat eye cancer,AstraZeneca,Corporate/Risks,-0.392,headline
613,British American Tobacco first-half sales hurt by currency moves,British American Tobacco,Market/Currency,-0.346,headline
614,Zurich Insurance Considering Offer for UK Rival RSA Insurance,Zurich Insurance,Corporate/Rumors/Rumors,0.25,headline
616,Japan's Nikkei lands Financial Times in $1.3 billion deal,Nikkei,Corporate/Sales/Deal,0.262,headline
622,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",UBS,Corporate/Legal/Lawsuit,-0.281,headline
622,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",HSBC,Corporate/Legal/Lawsuit,-0.251,headline
622,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",Coutts,Corporate/Legal/Lawsuit,-0.248,headline
624,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,Sanofi,Corporate/Sales/Deal,0.258,headline
627,Sainsbury sells unit to LloydsPharmacy,Sainsbury,Corporate/Sales/Deal,0.234,headline
632,BAE Systems's sales boosted by European Typhoon and currencies,BAE Systems,Corporate/Sales,0.39,headline
634,"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims",Royal Mail,Corporate/Legal,-0.315,headline
17425,@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,SBUX,Stock/Price Action/Bearish/Bearish Behavior,0.457,post
17431,#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,TSLA,Corporate/Risks/Product Recall,-0.267,post
17436,Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,MSFT,Corporate/Strategy,0.26,post
17437,"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",AAPL,Corporate/Sales,0.279,post
17446,$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,NFLX,Stock/Price Action/Bullish/Bullish Behavior,0.571,post
17453,Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,GILD,Corporate/Regulatory,-0.401,post
17455,Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,NFLX,Stock/Technical Analysis/Breakout,0.358,post
17457,"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",CTRP,Stock/Technical Analysis,0.598,post
17471,Deutsche Bank cuts $SBUX,SBUX,Stock/Coverage/AnalystRatings/Downgrade,-0.539,post
17477,"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",FAST,Corporate/Financial/Financial Results,-0.374,post
17508,$TSLA recall,TSLA,Corporate/Risks/Product Recall,-0.227,post
17512,Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,SYMC,Stock/Coverage/AnalystRatings/Upgrade,0.525,post
17514,#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,SBUX,Stock/Signal/Buy Signal,0.341,post
17525,#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,TSLA,Stock/Technical Analysis,0.504,post
17539,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,SBUX,Corporate/Strategy,0.335,post
17542,Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,AAPL,Stock/Price Action,0.138,post
17555,$ISRG Break out confirmed. Bought Leaps. Good trading!,ISRG,Stock/Technical Analysis/Breakout,0.36,post
17558,"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",ENDP,Corporate/Rumors,0.422,post
17562,$FB & $TSLA cracking lower early. $short #correction #stocks,TSLA,Stock/Price Action/Bearish/Bearish Behavior,-0.511,post
17590,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,ZNGA,Stock/Price Action/Bullish/Bull Position,0.248,post
17591,Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,TSLA,Stock/Price Action/Volatility/Short Selling,-0.373,post
17631,"$AMZN trades in mid to upper range. No break out yet, either direction",AMZN,Stock/Price Action,0.059,post
17636,$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,TSLA,Corporate/Risks/Product Recall,0.213,post
